productCode,name,description,productUrl,categoryCode,categoryName,imageUrls,date
11100005,Loctite 243 Threadlocker and Sealant - Blue,"Loctite™ 243 is a medium strength, general purpose thread locking adhesive, especially well-suited for fasteners between 1/4"" and 3/4"" diameter (6 to 20mm).",http://harley-davidson.com/dk/da/shop/loctite-243-threadlocker-and-sealant-blue/p/11100005,motorcycle-lubricants-and-sealants,"Lubricants, Greases & Sealants","[""/content/dam/h-d/images/product-images/parts/batch-2/11100005/11100005_TT.tif""]",2022-02-26
11100006,Loctite 262 Threadlocker and Sealant - Red,"Loctite™ 262 is a permanent, high break-away strength product designed for securing fasteners 3/8"" to 1"" in diameter that must withstand heavy shock, vibration, or extreme chemical or environmental conditions.",http://harley-davidson.com/dk/da/shop/loctite-262-threadlocker-and-sealant-red/p/11100006,motorcycle-lubricants-and-sealants,"Lubricants, Greases & Sealants","[""/content/dam/h-d/images/product-images/parts/batch-2/11100006/11100006_TT.tif""]",2022-02-26
11100044,Loctite QuickTite Instant Adhesive Gel,"Loctite™ QuickTite Instant Adhesive Gel is a general-purpose instant adhesive for bonding metal, plastic, rubber, cork, cardboard, and leather.",http://harley-davidson.com/dk/da/shop/loctite-quicktite-instant-adhesive-gel/p/11100044,motorcycle-lubricants-and-sealants,"Lubricants, Greases & Sealants","[""/content/dam/h-d/images/product-images/parts/batch-2/11100044/11100044_TT.tif""]",2022-02-26
11100078,Transparent Paint Guard Kit - Touring Side Covers,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-touring-side-covers/p/11100078,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100078/11100078_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/11100078/11100078_ALT01.tif""]",2022-02-26
11100080,Transparent Paint Guard Kit - Front Fender,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-front-fender/p/11100080,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100080/11100080_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/11100080/11100080_ALT01.tif""]",2022-02-26
11100098,Transparent Paint Guard Kit - Front Saddlebag Lid,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-front-saddlebag-lid/p/11100098,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100098/11100098_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/11100098/11100098_ALT01.tif""]",2022-02-26
11100125,Transparent Paint Guard Kit - Trike,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-trike/p/11100125,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100125/11100125_TT.tif""]",2022-02-26
11100222,Transparent Paint Guard Kit - Saddlebags,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-saddlebags/p/11100222,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100222/11100222_TT.tif""]",2022-02-26
11100225,Transparent Paint Guard Kit - Fairing,"This transparent skin is designed to protect your paint from bugs, boot scuffs and road debris.",http://harley-davidson.com/dk/da/shop/transparent-paint-guard-kit-fairing/p/11100225,motorcycle-paint-protection,Paint Protection,"[""/content/dam/h-d/images/product-images/parts/batch-2/11100225/11100225_TT.tif""]",2022-02-26
11300004,Electrical Contact Lubricant,"Ideal for use on multi-pin connectors, bulb bases and battery terminals, this specially formulated Electrical Contact Lubricant offers excellent film strength that is resistant to water (including salt water).",http://harley-davidson.com/dk/da/shop/electrical-contact-lubricant/p/11300004,motorcycle-lubricants-and-sealants,"Lubricants, Greases & Sealants","[""/content/dam/h-d/images/product-images/parts/batch-2/11300004/11300004_TT.tif""]",2022-02-26
11300005,H-D Fork Seal Grease,Required for service of fork seals.,http://harley-davidson.com/dk/da/shop/h-d-fork-seal-grease/p/11300005,motorcycle-lubricants-and-sealants,"Lubricants, Greases & Sealants","[""/content/dam/h-d/images/product-images/parts/batch-2/11300005/11300005_TT.tif""]",2022-02-26
12600036,H-D Detachables Latch Kit,"Decorative chrome latches are the perfect way to enhance the appearance of your detachables accessories. Meticulously polished and chrome-plated, these easy to install Latches are a direct replacement for the Original Equipment satin black parts, and are a simple way to add a finishing touch to your ride.",http://harley-davidson.com/dk/da/shop/h-d-detachables-latch-kit/p/12600036,motorcycle-docking-hardware,Docking Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600036/12600036_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600036/12600036_OB.tif""]",2022-02-26
12600251,Full Engine Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Full Engine Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/full-engine-hardware-kit/p/12600251,motorcycle-customized-road-glide-special-2022,2021 Road Glide® Special,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600251/12600251_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600251/12600251_OB.tif""]",2022-02-26
12600252,Primary Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Primary Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/primary-cover-hardware-kit/p/12600252,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600252/12600252_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600252/12600252_OB.tif""]",2022-02-26
12600253,Transmission Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Transmission Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/transmission-hardware-kit/p/12600253,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600253/12600253_TT.jpg"",""/content/dam/h-d/images/product-images/parts/batch-2/12600253/12600253_OB.tif""]",2022-02-26
12600254,Rocker Box Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Rocker Box Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/rocker-box-hardware-kit/p/12600254,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600254/12600254_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600254/12600254_OB.tif""]",2022-02-26
12600255,Derby Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Derby Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/derby-cover-hardware-kit/p/12600255,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600255/12600255_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600255/12600255_OB.tif""]",2022-02-26
12600256,Full Engine Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Full Engine Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/full-engine-hardware-kit/p/12600256,motorcycle-customized-low-rider-s-2022,2021 Low Rider® 114,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600256/12600256_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600256/12600256_OB.tif""]",2022-02-26
12600257,Primary Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Primary Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/primary-cover-hardware-kit/p/12600257,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600257/12600257_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600257/12600257_OB.tif""]",2022-02-26
12600258,Cam and Tappet Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Cam and Tappet Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/cam-and-tappet-cover-hardware-kit/p/12600258,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600258/12600258_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600258/12600258_OB.tif""]",2022-02-26
12600259,Derby Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Derby Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/derby-cover-hardware-kit/p/12600259,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600259/12600259_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600259/12600259_OB.tif""]",2022-02-26
12600260,Full Engine Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Full Engine Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/full-engine-hardware-kit/p/12600260,motorcycle-customized-iron-883-2022,2020 Iron 883™ 2,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600260/12600260_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600260/12600260_OB.tif""]",2022-02-26
12600261,Derby and Primary Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Derby and Primary Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/derby-and-primary-cover-hardware-kit/p/12600261,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600261/12600261_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600261/12600261_OB.tif""]",2022-02-26
12600262,Cam and Tappet Cover Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Cam and Tappet Cover Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/cam-and-tappet-cover-hardware-kit/p/12600262,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600262/12600262_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600262/12600262_OB.tif""]",2022-02-26
12600263,Rocker Box Hardware Kit,Add a custom touch to the blacked-out look of your motorcycle with this Rocker Box Black Hardware Kit.,http://harley-davidson.com/dk/da/shop/rocker-box-hardware-kit/p/12600263,motorcycle-decorative-hardware,Decorative Hardware,"[""/content/dam/h-d/images/product-images/parts/batch-2/12600263/12600263_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12600263/12600263_OB.tif""]",2022-02-26
12600354,Security Anchor Installation Kit,Required for installation of the Harley-Davidson Security Anchor (P/N 92800013) to a trailer or truck bed.,http://harley-davidson.com/dk/da/shop/security-anchor-installation-kit/p/12600354,motorcycle-parts-new-arrivals,New Arrivals,"[""/content/dam/h-d/images/product-images/parts/january-2022/12600354/12600354_TT.jpg""]",2022-02-26
12700020,Compact Air Compressor with Light,"Correct tire pressure is crucial to the safe operation and long tire life, but checking the pressure, finding a gas station with a working air pump, and filling the tire is a chore that many of us ignore. Harley-Davidson's Air Pump is designed to simplify this necessary procedure.",http://harley-davidson.com/dk/da/shop/compact-air-compressor-with-light/p/12700020,motorcycle-gear-up-for-sturgis,Gifts For The Bike,"[""/content/dam/h-d/images/product-images/parts/batch-2/12700020/12700020_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12700020/12700020_OB.tif""]",2022-02-26
12700025,LED Penlight,"This durable compact LED Penlight features brilliant LED lamps that will never burn out under normal use, and a removable fiber optic pointer to help focus light into tight spaces.",http://harley-davidson.com/dk/da/shop/led-penlight/p/12700025,motorcycle-tools,Tools,"[""/content/dam/h-d/images/product-images/parts/batch-2/12700025/12700025_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12700025/12700025_OB.tif""]",2022-02-26
12700096A,Tire Pressure Gauge and Fill Valve,"Simplify checking the air pressure level and filling the tires on your motorcycle. This Tire Pressure Gauge features a an 18"" flexible hose and 2-way air chuck with both a 45° fill port and a unique side fill port that provides easy straight-in access to hard-to-reach motorcycle valve stems.",http://harley-davidson.com/dk/da/shop/tire-pressure-gauge-and-fill-valve/p/12700096A,motorcycle-gifts-for-the-bike,Gifts For The Bike,"[""/content/dam/h-d/images/product-images/parts/batch-2/12700096a/12700096A_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/12700096a/12700096A_OB.tif""]",2022-02-26
14093-84,Eagle Fairing Decal,Gives your fairing that custom look.,http://harley-davidson.com/dk/da/shop/eagle-fairing-decal/p/14093-84,motorcycle-decals,Decals & Medallions,"[""/content/dam/h-d/images/product-images/parts/batch-1/14093-84/14093-84_TT.tif""]",2022-02-26
14100618,Front Fender Trim,Add a sweeping dash of chrome to the front fender. Chrome plated tapered spear features a stepped design that accentuates the flowing fender lines.,http://harley-davidson.com/dk/da/shop/front-fender-trim/p/14100618,motorcycle-front-end-components,Front End Trim,"[""/content/dam/h-d/images/product-images/parts/batch-2/14100618/14100618_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/14100618/14100618_OB.tif""]",2022-02-26
14100747,Bar &amp; Shield Fender Skirt Medallions,Personalize your fender skirts or almost any flat surface.,http://harley-davidson.com/dk/da/shop/bar-shield-fender-skirt-medallions/p/14100747,motorcycle-customized-ultra-limited-2022,Decals & Medallions,"[""/content/dam/h-d/images/product-images/parts/batch-2/14100747/14100747_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/14100747/14100747_OB.tif""]",2022-02-26
14100748,Classic H-D Fender Skirt Medallions,Personalize your fender skirts or almost any flat surface.,http://harley-davidson.com/dk/da/shop/classic-h-d-fender-skirt-medallions/p/14100748,motorcycle-customized-road-king-2020,2020 Road King™,"[""/content/dam/h-d/images/product-images/parts/batch-2/14100748/14100748_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/14100748/14100748_OB.tif""]",2022-02-26
14100749,Willie G Skull Fender Skirt Medallions,Personalize your fender skirts or almost any flat surface.,http://harley-davidson.com/dk/da/shop/willie-g-skull-fender-skirt-medallions/p/14100749,motorcycle-willie-g-skull-favorites,Willie G™ Skull Favorites,"[""/content/dam/h-d/images/product-images/parts/batch-2/14100749/14100749_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/14100749/14100749_ALT01.tif""]",2022-02-26
14101218,Ride Free Large Medallion,"The Ride Free collection celebrates our liberty to enjoy the freedom of the open road, and calls us all to explore, discover and unite with our love of motorcycling. Inspired by Willie G Davidson's famous phrase, this collection continues that tradition.",http://harley-davidson.com/dk/da/shop/ride-free-large-medallion/p/14101218,motorcycle-parts-deck-out-your-bike,Deck Out Your Bike,"[""/content/dam/h-d/images/product-images/parts/batch-2/14101218/14101218_TT.tif""]",2022-02-26
14101219,Ride Free Small Medallion,"The Ride Free collection celebrates our liberty to enjoy the freedom of the open road, and calls us all to explore, discover and unite with our love of motorcycling. Inspired by Willie G Davidson's famous phrase, this collection continues that tradition.",http://harley-davidson.com/dk/da/shop/ride-free-small-medallion/p/14101219,motorcycle-parts-deck-out-your-bike,Deck Out Your Bike,"[""/content/dam/h-d/images/product-images/parts/batch-2/14101219/14101219_TT.jpg""]",2022-02-26
14101220,Ride Free Fuel Cap Medallion,"The Ride Free collection celebrates our liberty to enjoy the freedom of the open road, and calls us all to explore, discover and unite with our love of motorcycling. Inspired by Willie G Davidson's famous phrase, this collection continues that tradition.",http://harley-davidson.com/dk/da/shop/ride-free-fuel-cap-medallion/p/14101220,motorcycle-parts-deck-out-your-bike,Deck Out Your Bike,"[""/content/dam/h-d/images/product-images/parts/batch-2/14101220/14101220_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/14101220/14101220_OB.tif""]",2022-02-26
14101398,Wild One Timer Medallion,"Add daring, raw-and-rugged style with durable billet aluminum Wild One™ Collection accessories. Each is finished in gloss black with bright, machined aluminum highlights, a variety of textures and exposed hardware to communicate power, speed, and performance.",http://harley-davidson.com/dk/da/shop/wild-one-timer-medallion/p/14101398,motorcycle-customized-pan-america-1250-special-2022,Sportster S New Arrivals,"[""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101398/14101398_TT.jpg"",""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101398/14101398_OB.jpg""]",2022-02-26
14101402,Wild One Clutch Medallion,"Add daring, raw-and-rugged style with durable billet aluminum Wild One™ Collection accessories. Each is finished in gloss black with bright, machined aluminum highlights, a variety of textures and exposed hardware to communicate power, speed, and performance.",http://harley-davidson.com/dk/da/shop/wild-one-clutch-medallion/p/14101402,motorcycle-customized-pan-america-1250-special-2022,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101402/14101402_TT.jpg"",""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101402/14101402_OB.jpg""]",2022-02-26
14101557,Wild One Cam Sprocket Medallions,"Add daring, raw-and-rugged style with durable billet aluminum Wild One™ Collection accessories. Each is finished in gloss black with bright, machined aluminum highlights, a variety of textures and exposed hardware to communicate power, speed, and performance.",http://harley-davidson.com/dk/da/shop/wild-one-cam-sprocket-medallions/p/14101557,motorcycle-customized-pan-america-1250-special-2022,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101557/14101557_TT.jpg"",""/content/dam/h-d/images/product-images/parts/sportster-s-july-2021/14101557/14101557_OB.jpg""]",2022-02-26
14900033,Premium Tool Kit,This premium Harley-Davidson™ branded tool kit features all the tools you need for common maintenance on your motorcycle.,http://harley-davidson.com/dk/da/shop/premium-tool-kit/p/14900033,motorcycle-parts-garage-gear,Garage Gear,"[""/content/dam/h-d/images/product-images/parts/batch-2/14900033/14900033_TT.tif""]",2022-02-26
14900091,Oil Filter Wrench - End Cap Style,Simplify oil filter removal and installation with this convenient End Cap Style Filter Wrench.,http://harley-davidson.com/dk/da/shop/oil-filter-wrench-end-cap-style/p/14900091,motorcycle-tools,Tools,"[""/content/dam/h-d/images/product-images/parts/batch-2/14900091/14900091_TT.tif""]",2022-02-26
14900127,Harley-Davidson Tool Kit for Pan America Models,A tool kit designed specifically for Pan America™ 1250 models. Provides tools necessary for external service and maintenance of your vehicle. Kit includes the following items:,http://harley-davidson.com/dk/da/shop/harley-davidson-tool-kit-for-pan-america-models/p/14900127,motorcycle-parts-for-the-traveler,For the Traveler,"[""/content/dam/h-d/images/product-images/parts/panamerica-2021/14900127/14900127_TT.jpg"",""/content/dam/h-d/images/product-images/parts/panamerica-2021/14900127/14900127_ALT01.jpg""]",2022-02-26
14900138,End Cap Oil Filter Wrench,Simplify oil filter removal and installation with this convenient End Cap Style Filter Wrench sized for the Revolution Max oil filter.,http://harley-davidson.com/dk/da/shop/end-cap-oil-filter-wrench/p/14900138,motorcycle-tools,Tools,"[""/content/dam/h-d/images/product-images/parts/panamerica-2021/14900138/14900138_TT.jpg""]",2022-02-26
16205-10,Billet Front Engine Mount Bracket,"A must have for any chrome connoisseur, this chrome-plated Front Engine Mount Bracket will set your custom bike apart from the rest.",http://harley-davidson.com/dk/da/shop/billet-front-engine-mount-bracket/p/16205-10,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-1/16205-10/16205-10_TT.tif""]",2022-02-26
16213-10,Front Engine Mount Stabilizer Link,Add a custom style to the front end with this brilliant chrome-plated Engine Mount Stabilizer Link. This custom Heim Joint assembly complements the chrome Billet Front Engine Mount Bracket P/N 16205-10.,http://harley-davidson.com/dk/da/shop/front-engine-mount-stabilizer-link/p/16213-10,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-1/16213-10/16213-10_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-1/16213-10/16213-10_OB.tif""]",2022-02-26
16295-07A,Chrome Engine Kit for Sportster Models,Upgrade your motor with brilliant chrome components.,http://harley-davidson.com/dk/da/shop/chrome-engine-kit-for-sportster-models/p/16295-07A,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-1/16295-07a/16295-07A_TT.tif""]",2022-02-26
16326-07B,Chrome Engine Kit - Twin Cam,Upgrade your silver polished motor to the brilliance of chrome.,http://harley-davidson.com/dk/da/shop/chrome-engine-kit-twin-cam/p/16326-07B,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-1/16326-07b/16326-07B_TT.tif""]",2022-02-26
16327-06B,Chrome Engine Kit for Twin Cam-Equipped Dyna Models,Upgrade your silver polished motor to the brilliance of chrome.,http://harley-davidson.com/dk/da/shop/chrome-engine-kit-for-twin-cam-equipped-dyna-models/p/16327-06B,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-1/16327-06b/16327-06B_TT.tif""]",2022-02-26
16400020,Front Engine Mount Stabilizer Link,Add a custom style to the front end with this brilliant chrome-plated Engine Mount Stabilizer Link.,http://harley-davidson.com/dk/da/shop/front-engine-mount-stabilizer-link/p/16400020,motorcycle-customized-forty-eight-2022,2020 Forty-Eight™,"[""/content/dam/h-d/images/product-images/parts/batch-2/16400020/16400020_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/16400020/16400020_OB.tif""]",2022-02-26
16400022,Front Engine Mount Bracket,A must-have for any chrome connoisseur this chrome-plated Front Engine Mount Bracket will set your custom apart from the rest.,http://harley-davidson.com/dk/da/shop/front-engine-mount-bracket/p/16400022,motorcycle-customized-forty-eight-2022,2020 Roadster™,"[""/content/dam/h-d/images/product-images/parts/batch-2/16400022/16400022_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/16400022/16400022_OB.tif""]",2022-02-26
16400055,Front Engine Mount Tie Link,"Perfect for installation on a blacked-out engine, this black engine mount component replaces the factory silver-finished part and blends this functional item into the background.",http://harley-davidson.com/dk/da/shop/front-engine-mount-tie-link/p/16400055,motorcycle-customized-street-glide-st-2022,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-2/16400055/16400055_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/16400055/16400055_OB.tif""]",2022-02-26
16400056,Front Engine Mount Bracket,"Perfect for installation on a blacked-out engine, this black engine mount component replaces the factory silver-finished part and blends this functional item into the background.",http://harley-davidson.com/dk/da/shop/front-engine-mount-bracket/p/16400056,motorcycle-engine-trim,Engine & Mid Frame Trim,"[""/content/dam/h-d/images/product-images/parts/batch-2/16400056/16400056_TT.tif"",""/content/dam/h-d/images/product-images/parts/batch-2/16400056/16400056_OB.tif""]",2022-02-26
16800332,Screamin' Eagle 4.155 In. Big Bore Bolt-On Cylinders,"Increase the displacement of your Milwaukee-Eight™ engine without removing the engine from the chassis. The Screamin’ Eagle™ product team has engineered a patent-protected 4.155” Big Bore Cylinder that increases the internal bore but slips into the existing case bore without modification. When combined with the appropriate piston and flywheel combination in the Screamin’ Eagle Stage IV kits, these cylinders can increase the displacement of your Milwaukee-Eight™ engine from 107CI to 119CI or...",http://harley-davidson.com/dk/da/shop/screamin-eagle-4155-in-big-bore-bolt-on-cylinders/p/16800332,motorcycle-screamin-eagle-performance-builders-components,Builder Components,"[""/content/dam/h-d/images/product-images/parts/january-2021/16800332/16800332_TT.jpg""]",2022-02-26
